target,horizon,model,n_seeds,mae_mean,mae_std,rmse_mean,rmse_std,mape_mean,mape_std,crps_mean,crps_std,picp_mean,picp_std,pinaw_mean,pinaw_std
XANG,3,GUMNet_Fusion,3,5.653986,0.1867980161243688,8.295011333333333,0.1755964735703245,4.703533333333334,0.14260733968955905,3.758529333333333,0.1558191793404564,72.22333333333334,3.309219444723082,0.17407799999999998,0.0009670899647912653
XANG,3,GUMNet_Mamba,3,5.502696,0.13368494190072425,8.361811666666666,0.18288874195623245,4.582166666666667,0.10464245473675286,3.8056026666666667,0.14678343897501975,74.75,2.019999999999996,0.18437333333333336,0.007439909296042068
XANG,3,GUMNet_Patch,3,5.782742333333334,0.11614699610981506,8.936069333333334,0.20661191567848447,4.776800000000001,0.062291973800803535,4.020571666666666,0.035466738239276256,72.05333333333333,1.7758753710025148,0.16741166666666665,0.0027636065807805066
XANG,3,GUMNet_Wavelet,3,5.523942000000001,0.2755933732458022,8.280236666666667,0.42751567692464004,4.609366666666666,0.21789057651338073,3.873780333333334,0.18825860998194321,63.46666666666667,2.3324950875260875,0.15882,0.004313400630592999
XANG,3,GUMNet_iTrans,3,5.602871,0.22329136284908108,8.252995,0.4825095254935389,4.623833333333334,0.15094268227818589,3.7930309999999996,0.15365115170085777,65.99333333333334,1.050444350421916,0.156909,0.0014683882320422029
XANG,3,NBEATS,3,5.687887333333333,0.13939472943527423,8.856262333333333,0.20557105162287123,4.7435,0.08947183914506279,4.224516333333333,0.08990945323120009,58.419999999999995,1.2735383779062182,0.10487133333333333,0.0004503158151046096
XANG,3,NHits,3,5.817851999999999,0.032675935839697384,8.990612333333333,0.1698957870293823,4.872933333333333,0.02047787423863411,4.312971,0.04186791431394736,57.24,0.7692203845452892,0.106263,0.0002898913589605597
XANG,3,PatchTST,3,6.289325666666667,0.0963542312373113,9.587769666666667,0.2538030684336457,5.188133333333333,0.08275459705257114,4.663623,0.08840221065674797,58.586666666666666,1.3379960139452372,0.11081266666666667,0.00020604449357682972
XANG,3,TFT,3,5.7090396666666665,0.10250372130968374,8.883722,0.1490812310520682,4.7415,0.09675034883658065,4.225373666666667,0.060515899847340404,58.75666666666667,1.4606961810497539,0.10574933333333332,0.0004611012181000338
XANG,3,TimesNet,1,5.818882,,8.939162,,4.8685,,4.31371,,57.58,,0.104797,
XANG,3,iTransformer,1,5.797981,,8.844655,,4.7854,,4.310389,,57.07,,0.106557,
XANG,5,DLinear,3,7.431993666666667,0.09699858520789552,10.827776,0.08622335297934032,6.2106666666666674,0.08977885794179642,5.307870333333333,0.04701187314214707,53.833333333333336,2.254624876411448,0.13284266666666666,0.00020038047143705105
XANG,5,GUMNetHet,3,7.581838666666667,0.23029284923404209,11.296010333333333,0.29191568653351446,6.384466666666667,0.20352671405329903,5.358293333333333,0.16746397904126517,72.66666666666667,0.7637626158259714,0.21716833333333332,0.00867890640192262
XANG,5,GUMNet_Adaptive,3,8.03632,0.26166851034658345,12.020953333333333,0.1449664075375178,6.6743999999999994,0.22311788364001675,5.417234666666666,0.15481787350410567,67.0,0.5,0.20552133333333333,0.007966223781273872
XANG,5,GUMNet_Decomp,3,7.5166363333333335,0.06696798153097759,11.396576333333334,0.12973476521092242,6.275666666666666,0.03419142192616951,5.18603,0.052908579389358,76.0,2.179449471770337,0.2199823333333333,0.011621095229509711
XANG,5,GUMNet_Fusion,3,7.984902333333333,0.49808194458776955,11.948840333333335,0.7636318275558792,6.644433333333333,0.3965146445382982,5.366444,0.3950177479924161,69.0,3.278719262151,0.223688,0.008092296583788792
XANG,5,GUMNet_Mamba,3,7.594651666666667,0.48731777810822086,11.31293,0.40705702891978224,6.367466666666666,0.40092785302761585,5.189963666666666,0.21008827538521396,74.66666666666667,3.214550253664317,0.22541466666666668,0.004194365545983472
XANG,5,GUMNet_Patch,3,7.306124333333333,0.24852991052654644,11.01146,0.28086291233268973,6.1507000000000005,0.2003125807332134,5.0525113333333325,0.16637122070939298,74.66666666666667,2.254624876411447,0.2155446666666667,0.011571341596087002
XANG,5,GUMNet_Wavelet,3,7.240258333333333,0.4712786538454011,10.550062666666667,0.655745086942581,6.088633333333334,0.3558740413873052,4.799933,0.35437442491946297,65.66666666666667,0.2886751345948108,0.209099,0.009357657612885813
XANG,5,GUMNet_iTrans,3,7.729163,0.2922584147770599,11.330373999999999,0.314542134786423,6.483733333333333,0.22123648734630846,5.151214666666667,0.20994332586756204,67.5,4.272001872658765,0.21417866666666666,0.012594408852079294
XANG,5,NBEATS,3,7.7197700000000005,0.3642345221035482,11.647055,0.38431358604530175,6.450666666666667,0.29866423176090817,5.632805666666667,0.27663840230584935,57.833333333333336,3.6170890690351163,0.13279433333333335,0.00020832986663781947
XANG,5,NHits,3,7.3450999999999995,0.10213652908240058,11.398608333333334,0.1143749914856098,6.1689333333333325,0.07219566007270342,5.343282666666667,0.0765668822294168,62.666666666666664,2.3629078131263044,0.13434,0.000625874588076555
XANG,5,PatchTST,3,7.565127666666666,0.04595082225959932,11.43085,0.03948106062405096,6.301033333333334,0.03530004721432193,5.4794410000000005,0.043631947378039576,59.166666666666664,0.7637626158259726,0.13765533333333332,0.00048561541710835903
XANG,5,TFT,3,7.352430000000001,0.26676182258149317,11.079512333333334,0.20410699943003777,6.168233333333333,0.252952195747207,5.321765666666667,0.1714494361651072,61.666666666666664,2.0207259421636903,0.139008,0.0009286770159748766
XANG,5,TimesNet,1,7.862529,,12.028053,,6.5638,,5.731726,,58.5,,0.135941,
XANG,5,iTransformer,1,7.237344,,10.979505,,6.0496,,5.245328,,62.0,,0.136217,
XANG,7,DLinear,3,7.380971333333334,0.05334695956034734,11.886263333333334,0.0025362433505744597,6.5218,0.05700166664230119,5.326547333333333,0.013633942985553446,59.29333333333333,1.0929470862458637,0.11625933333333334,0.00029082182403205686
